Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	XL_1 Spectral Count	XL_2 Spectral Count	XL_3 Spectral Count	nonXL_1 Spectral Count	nonXL_2 Spectral Count	nonXL_3 Spectral Count	XL_1 Unique Spectral Count	XL_2 Unique Spectral Count	XL_3 Unique Spectral Count	nonXL_1 Unique Spectral Count	nonXL_2 Unique Spectral Count	nonXL_3 Unique Spectral Count	XL_1 Total Spectral Count	XL_2 Total Spectral Count	XL_3 Total Spectral Count	nonXL_1 Total Spectral Count	nonXL_2 Total Spectral Count	nonXL_3 Total Spectral Count	XL_1 Intensity	XL_2 Intensity	XL_3 Intensity	nonXL_1 Intensity	nonXL_2 Intensity	nonXL_3 Intensity	XL_1 MaxLFQ Intensity	XL_2 MaxLFQ Intensity	XL_3 MaxLFQ Intensity	nonXL_1 MaxLFQ Intensity	nonXL_2 MaxLFQ Intensity	nonXL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0	0.999	22	54	54	54	2	2	3	13	16	18	2	2	3	13	16	18	2	2	3	13	16	18	1.1412843E7	7840099.0	1.113234E7	2.54096672E8	2.52264672E8	2.4617304E8	4927710.0	3605409.0	3825694.8	3.9444216E7	4.3598464E7	4.3095476E7	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0	0.999	4	11	11	11	0	0	0	4	5	2	0	0	0	4	5	2	0	0	0	4	5	2	0.0	0.0	1077540.6	9.7632032E7	9.1268456E7	1.01633144E8	0.0	0.0	0.0	3.1691632E7	3.0795274E7	3.3308948E7	
sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	1098	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation regulator 1	0.9999	0.9967	3	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	363258.47	413529.62	428953.97	2227533.5	1232765.8	5096064.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0	0.999	37	648	477	648	133	127	134	90	81	83	95	92	97	71	61	61	133	127	134	90	81	83	4.559464E10	4.3870499E10	4.7561703E10	1.20260125E11	1.28886317E11	1.25860635E11	6.1990277E9	6.0683863E9	6.3908081E9	1.48216197E10	1.59892951E10	1.56672102E10	
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	0.6505	0.9866	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	2772377.0	0.0	3597864.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase type B catalytic subunit	1.0	0.999	8	17	17	17	1	0	0	4	6	6	1	0	0	4	6	6	1	0	0	4	6	6	1.1951621E7	1448817.0	0.0	6.6169576E7	7.7002544E7	7.5116112E7	0.0	0.0	0.0	2.861038E7	2.5169674E7	3.0330928E7	
sp|O14944|EREG_HUMAN	O14944	EREG_HUMAN	EREG	169	Homo sapiens	1:Experimental evidence at protein level	Proepiregulin	0.8785	0.9965	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	4229498.0	3993316.0	6268720.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8	0.9995	0.9968	2	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0.0	0.0	0.0	1674732.9	1218429.8	6201625.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0	0.999	18	452	8	452	3	4	4	151	145	145	0	0	0	3	4	1	3	4	4	151	145	145	4.6792256E7	3.0952946E7	3.553292E7	1.29674035E11	1.11259951E11	1.18019572E11	2.643112E7	1.2828024E7	1.3940774E7	2.24555889E10	1.1385385E10	1.13493934E10	
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte growth factor-regulated tyrosine kinase substrate	0.9996	0.9957	3	7	7	7	0	0	0	1	1	5	0	0	0	1	1	5	0	0	0	1	1	5	0.0	0.0	0.0	6098693.5	9091590.0	1.0435142E7	0.0	0.0	0.0	0.0	5771654.0	6962519.5	
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A	0.9994	0.9983	3	6	6	6	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0.0	0.0	488503.38	9426840.0	1.1386108E7	3187359.2	0.0	0.0	0.0	4713418.5	5837861.5	0.0	
sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	1311	Homo sapiens	1:Experimental evidence at protein level	Cyclin-G-associated kinase	0.9997	0.9942	3	7	7	7	0	0	0	3	2	2	0	0	0	3	2	2	0	0	0	3	2	2	369094.84	1318870.0	0.0	8531686.0	6187760.0	8518076.0	0.0	763265.9	0.0	4235663.5	3821657.0	5556647.5	
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D-like	0.9999	0.9989	4	9	9	25	1	1	2	1	2	2	1	1	2	1	2	2	3	3	4	5	5	5	7688504.0	8194325.0	8353614.5	1.5903292E7	1.51918E7	9906068.0	4229709.5	4543667.0	4642386.0	8825464.0	8223708.0	0.0	
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens	1:Experimental evidence at protein level	Exportin-1	1.0	0.999	28	77	77	77	1	0	1	26	26	23	1	0	1	26	26	23	1	0	1	26	26	23	1.2214474E7	7245467.0	2.0411614E7	2.903976E8	2.974832E8	2.62608928E8	3777295.5	4167178.0	3462867.8	3.3535362E7	2.8571914E7	2.9184902E7	
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	Homo sapiens	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein	0.9998	0.9971	4	5	5	5	0	0	0	2	0	3	0	0	0	2	0	3	0	0	0	2	0	3	7630562.0	7421617.0	6564532.0	4.9946912E7	4.0248576E7	5.9658284E7	0.0	0.0	0.0	5.4460168E7	2.8673328E7	4.8997248E7	
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase	1.0	0.999	25	55	55	55	0	0	0	17	18	20	0	0	0	17	18	20	0	0	0	17	18	20	1.1831931E7	1.276313E7	2990489.0	1.7383496E8	2.37578368E8	2.56463792E8	4669885.5	2887513.0	2551110.2	3.900324E7	3.7382164E7	2.7139764E7	
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	1.0	0.998	3	4	3	4	0	0	0	1	3	0	0	0	0	1	2	0	0	0	0	1	3	0	0.0	0.0	0.0	3449670.0	9028380.0	6994185.0	0.0	0.0	0.0	0.0	4861591.5	3734259.0	
sp|O15111|IKKA_HUMAN	O15111	IKKA_HUMAN	CHUK	745	Homo sapiens	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit alpha	1.0	0.9989	6	15	15	15	0	0	0	4	6	5	0	0	0	4	6	5	0	0	0	4	6	5	0.0	282409.38	217707.81	2.0385808E7	2.0154388E7	2.6909992E7	0.0	0.0	0.0	8141678.5	5854586.0	7557726.5	
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B	1.0	0.999	14	47	43	47	0	2	1	14	17	13	0	2	1	13	15	12	0	2	1	14	17	13	6712660.0	5188389.5	7017200.0	1.897396E8	2.33080576E8	2.394976E8	2422852.2	2518577.5	2504672.2	2.6476588E7	2.6360834E7	2.806584E7	
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1.0	0.999	11	32	32	32	1	0	1	9	10	11	1	0	1	9	10	11	1	0	1	9	10	11	1217419.1	3775354.2	1863362.1	1.53693472E8	1.67080192E8	1.79658496E8	0.0	2820904.2	0.0	3.6883956E7	3.7387872E7	3.4797904E7	
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3	1.0	0.999	8	24	24	24	0	0	1	6	9	8	0	0	1	6	9	8	0	0	1	6	9	8	1.7738268E7	1.1312572E7	1.2714736E7	1.76171696E8	1.959024E8	1.559332E8	4323583.0	3755620.2	4804397.5	4.1147752E7	4.3026892E7	4.325142E7	
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC1	1.0	0.999	7	17	17	17	2	3	1	4	3	4	2	3	1	4	3	4	2	3	1	4	3	4	1.0237939E7	1.0982418E7	7354960.5	2.7397948E7	4.2402412E7	4.3913552E7	3619771.0	3551478.2	4577463.0	1.0846392E7	1.0019533E7	1.2681781E7	
sp|O15164|TIF1A_HUMAN	O15164	TIF1A_HUMAN	TRIM24	1050	Homo sapiens	1:Experimental evidence at protein level	Transcription intermediary factor 1-alpha	0.7715	0.9926	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15182|CETN3_HUMAN	O15182	CETN3_HUMAN	CETN3	167	Homo sapiens	1:Experimental evidence at protein level	Centrin-3	0.9347	0.9982	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	4616913.5	4214840.5	4707011.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 6	1.0	0.9987	5	24	24	24	2	2	2	5	7	6	2	2	2	5	7	6	2	2	2	5	7	6	9566188.0	1.0343879E7	7307572.0	8.875052E7	8.2646784E7	9.7840064E7	3903153.0	3458090.0	4020158.8	2.396478E7	2.3189386E7	2.6247288E7	
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B-repressing factor	0.9996	0.9984	2	7	7	7	0	0	0	2	3	2	0	0	0	2	3	2	0	0	0	2	3	2	0.0	0.0	239027.84	4141011.0	4995327.0	3584197.0	0.0	0.0	0.0	2354768.8	2857065.8	1991903.2	
sp|O15228|GNPAT_HUMAN	O15228	GNPAT_HUMAN	GNPAT	680	Homo sapiens	1:Experimental evidence at protein level	Dihydroxyacetone phosphate acyltransferase	0.9868	0.9914	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	1634797.6	4328545.5	1951383.1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens	1:Experimental evidence at protein level	Surfeit locus protein 4	0.955	0.9988	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	4415779.0	0.0	4996088.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	Homo sapiens	1:Experimental evidence at protein level	Serine palmitoyltransferase 1	1.0	0.999	6	15	15	15	0	0	0	5	6	4	0	0	0	5	6	4	0	0	0	5	6	4	0.0	1807471.2	1078442.4	5.7941092E7	6.1200864E7	4.732756E7	0.0	1715061.4	0.0	1.1870314E7	1.466815E7	1.4497802E7	
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	Homo sapiens	1:Experimental evidence at protein level	Serine palmitoyltransferase 2	0.7688	0.9925	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	Homo sapiens	1:Experimental evidence at protein level	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	0.9984	0.9973	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	411298.8	682531.75	809246.4	2980845.2	2690379.2	2522487.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens	1:Experimental evidence at protein level	Phosphomannomutase 2	0.9979	0.9953	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	0.0	3508361.2	2841733.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	Homo sapiens	1:Experimental evidence at protein level	High mobility group protein B3	1.0	0.999	7	21	21	21	0	1	0	7	7	6	0	1	0	7	7	6	0	1	0	7	7	6	2086981.4	3556700.5	5894553.5	1.17274952E8	1.12182096E8	1.03413072E8	1726533.1	2268247.5	2390184.5	4.2350328E7	4.0558404E7	3.8389816E7	
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1G	1.0	0.999	18	59	59	59	2	3	4	18	17	15	2	3	4	18	17	15	2	3	4	18	17	15	1.8548244E7	1.9685888E7	2.139304E7	2.348312E8	2.55418464E8	1.97006416E8	3543443.5	3420363.0	3445169.5	2.6243554E7	2.535467E7	2.3942816E7	
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.999	25	89	89	89	8	5	8	24	22	22	8	5	8	24	22	22	8	5	8	24	22	22	4.743652E7	3.9728164E7	6.1473096E7	5.31592416E8	5.23222144E8	5.7566682E8	9295666.0	1.1271396E7	1.1084808E7	7.1497504E7	7.2793912E7	7.738816E7	
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit H	1.0	0.999	13	49	49	49	4	3	4	12	13	13	4	3	4	12	13	13	4	3	4	12	13	13	3.5493108E7	2.9019642E7	3.6500852E7	2.48256112E8	2.50619472E8	2.11442848E8	1.0282485E7	1.0266936E7	1.0581696E7	3.9012212E7	4.2355716E7	3.5693076E7	
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	Homo sapiens	1:Experimental evidence at protein level	Branched-chain-amino-acid aminotransferase, mitochondrial	1.0	0.999	8	14	14	14	0	0	0	5	4	5	0	0	0	5	4	5	0	0	0	5	4	5	0.0	0.0	0.0	3.006983E7	2.3003444E7	2.81002E7	0.0	0.0	0.0	8184810.5	9834126.0	8452615.0	
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	Homo sapiens	1:Experimental evidence at protein level	Monocarboxylate transporter 4	1.0	0.999	4	8	8	8	0	0	0	2	3	3	0	0	0	2	3	3	0	0	0	2	3	3	0.0	0.0	0.0	2.2138586E7	2.0775508E7	3.4093E7	0.0	0.0	0.0	1.349578E7	1.4209743E7	1.365061E7	
sp|O15479|MAGB2_HUMAN	O15479	MAGB2_HUMAN	MAGEB2	319	Homo sapiens	1:Experimental evidence at protein level	Melanoma-associated antigen B2	1.0	0.999	5	24	21	24	2	2	2	5	6	7	2	2	2	4	5	6	2	2	2	5	6	7	8052485.0	1.2366168E7	8012391.5	1.41379392E8	1.59205056E8	1.61320864E8	3801764.5	4109651.5	3425445.0	4.00556E7	4.3070224E7	4.5713308E7	
sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	198	Homo sapiens	1:Experimental evidence at protein level	Synaptobrevin homolog YKT6	0.9962	0.9886	3	4	4	4	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0.0	0.0	0.0	3369783.2	0.0	3279924.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 5	0.9999	0.9989	3	5	5	7	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	2	2	2312581.5	2119571.0	1543485.9	3.2838636E7	2.4573496E7	2.3183672E7	0.0	0.0	0.0	2.162862E7	1.6162253E7	1.6865398E7	
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX15	0.9961	0.9911	3	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	2045473.2	0.0	1865937.2	5932055.0	2460158.8	4154721.5	0.0	0.0	0.0	3293461.0	0.0	2284576.5	
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	Homo sapiens	1:Experimental evidence at protein level	mRNA cap guanine-N7 methyltransferase	0.7085	0.9897	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	1798004.5	1360610.8	4143512.5	4389427.5	4088598.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b5 type B	1.0	0.999	5	15	15	15	0	1	1	4	5	4	0	1	1	4	5	4	0	1	1	4	5	4	5604550.0	8009017.5	8752154.0	1.2318948E8	1.04081896E8	1.2751812E8	0.0	6584996.5	7157650.0	8.0689704E7	7.1845656E7	8.1738648E7	
sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	Homo sapiens	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp4	0.9997	0.9969	3	5	5	5	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	614144.1	0.0	642124.9	6307304.0	8095084.5	7761087.5	0.0	0.0	0.0	3509698.5	4718466.0	4547953.0	
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens	1:Experimental evidence at protein level	D-3-phosphoglycerate dehydrogenase	1.0	0.999	16	38	38	38	0	0	0	11	12	15	0	0	0	11	12	15	0	0	0	11	12	15	0.0	3199110.0	685351.25	1.48530976E8	1.94178912E8	1.79448512E8	0.0	1605593.2	0.0	3.0436712E7	3.362964E7	3.2770182E7	
sp|O43181|NDUS4_HUMAN	O43181	NDUS4_HUMAN	NDUFS4	175	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	0.9999	0.9988	2	5	5	5	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	147106.62	0.0	0.0	6991642.0	7943607.0	5996575.5	0.0	0.0	0.0	4737749.5	5239337.0	4047896.8	
sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	492	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 1 light intermediate chain 2	1.0	0.999	5	11	11	12	0	0	0	5	3	3	0	0	0	5	3	3	0	0	0	5	3	4	0.0	0.0	821370.6	2.062607E7	1.8226472E7	1.5715566E7	0.0	0.0	0.0	7831613.0	8298619.0	1.0013499E7	
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 3	1.0	0.999	94	1611	1611	1611	316	294	314	232	226	229	316	294	314	232	226	229	316	294	314	232	226	229	1.0409798E11	1.07485929E11	1.13373954E11	1.8849946E11	1.86184335E11	1.94872345E11	5.7940367E9	5.7364685E9	5.9083935E9	1.061342E10	1.06449971E10	1.08393861E10	
sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	Homo sapiens	1:Experimental evidence at protein level	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1.0	0.999	9	20	20	20	0	0	0	6	6	8	0	0	0	6	6	8	0	0	0	6	6	8	0.0	0.0	0.0	2.313222E7	6.5317772E7	5.5518952E7	0.0	0.0	0.0	1.5102021E7	1.780098E7	1.4226949E7	
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation elongation factor 1 epsilon-1	1.0	0.9982	6	18	18	18	0	0	0	5	8	5	0	0	0	5	8	5	0	0	0	5	8	5	5006453.0	5218995.0	7937168.5	5.1170268E7	4.3940432E7	4.2346704E7	3255484.5	3882068.8	3812716.8	1.1546163E7	1.492542E7	1.4037944E7	
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein R	1.0	0.999	24	53	53	87	5	4	6	11	13	14	5	4	6	11	13	14	9	10	11	18	19	20	2.4968468E7	3.4584816E7	3.4220892E7	2.53390848E8	3.41652928E8	3.16055392E8	6149864.0	6505954.0	6133956.5	4.0695188E7	4.232064E7	4.4784128E7	
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin-like protein 1	1.0	0.999	27	235	235	235	49	55	48	28	25	30	49	55	48	28	25	30	49	55	48	28	25	30	4.20831053E9	4.501012E9	4.5443625E9	3.69547034E9	3.57513293E9	3.73306752E9	6.3513178E8	6.6635558E8	6.8757798E8	5.4160768E8	5.14574368E8	5.5643475E8	
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens	1:Experimental evidence at protein level	Tumor protein D54	1.0	0.9988	8	21	21	21	0	1	0	9	4	7	0	1	0	9	4	7	0	1	0	9	4	7	826672.75	877495.4	1829799.9	5.4845336E7	4.6784196E7	5.2604104E7	1123046.6	0.0	1486045.0	1.3173252E7	1.2202408E7	1.3944793E7	
sp|O43447|PPIH_HUMAN	O43447	PPIH_HUMAN	PPIH	177	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase H	0.9998	0.9972	3	7	7	7	1	0	0	1	2	3	1	0	0	1	2	3	1	0	0	1	2	3	0.0	2604685.5	1789391.2	8252122.0	8265045.5	6883005.0	0.0	1355641.8	0.0	4907150.0	4908717.0	4292169.0	
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens	1:Experimental evidence at protein level	Aflatoxin B1 aldehyde reductase member 2	1.0	0.999	6	19	13	19	0	0	0	6	6	7	0	0	0	4	4	5	0	0	0	6	6	7	0.0	0.0	0.0	6.3191704E7	6.3614836E7	5.8179276E7	0.0	0.0	0.0	1.4454525E7	1.4053144E7	1.4018962E7	
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens	1:Experimental evidence at protein level	Band 4.1-like protein 2	1.0	0.9988	7	11	8	11	0	0	0	3	5	3	0	0	0	1	4	3	0	0	0	3	5	3	3376141.0	2380216.2	0.0	2.6315402E7	2.9039848E7	1.1918456E8	0.0	0.0	0.0	1.8924714E7	2.6714378E7	1.9253638E7	
sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	Homo sapiens	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR5	0.9002	0.9972	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.0876518E7	8160222.0	1.0894026E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens	1:Experimental evidence at protein level	Exportin-T	0.9999	0.9975	4	7	7	7	0	0	0	3	2	2	0	0	0	3	2	2	0	0	0	3	2	2	0.0	0.0	5.1969332E7	8725880.0	7456250.0	3105052.5	0.0	0.0	0.0	4864991.0	4064458.0	0.0	
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1.0	0.9985	3	4	4	4	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0.0	0.0	0.0	1.0179634E7	8954354.0	1.4871144E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM44	1.0	0.999	11	35	35	35	0	0	0	10	13	12	0	0	0	10	13	12	0	0	0	10	13	12	0.0	0.0	2149474.8	1.74943328E8	1.53272272E8	1.79383184E8	0.0	0.0	1404821.6	4.1712212E7	4.2834772E7	4.1492124E7	
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 3	0.9999	0.9878	4	6	6	6	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	683824.6	0.0	812509.8	7692021.5	3983909.0	7657863.5	0.0	0.0	0.0	4342257.5	2388649.0	4565239.0	
sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 2a	0.9943	0.9965	2	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0.0	0.0	0.0	6418456.0	6064961.0	6612740.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0	0.9987	3	8	8	8	0	1	1	2	2	2	0	1	1	2	2	2	0	1	1	2	2	2	2232564.5	1542691.5	1774321.9	1.1324418E7	2348952.0	1.1595113E7	0.0	0.0	0.0	0.0	0.0	0.0	
