Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_222_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H144_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H225_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H240_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H322_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H446_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H457_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H466_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H467_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_H471_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T83_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T349_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T350_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T406_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T410_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T413_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T441_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T463_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T488_01.mzML	E:\DIA_MVs_ExpII_2024\H_vs_T\HF240321_MVs_2021_T506_01.mzML
A4FU28;P0CG41;Q8IX94	Q96PC5;A4D2H0;Q86UF2;Q8IX94;Q96RT6;A4FU28;P0CG41;Q8IX95	CTGE4_HUMAN;CTGE8_HUMAN;CTGE9_HUMAN	CTAGE4;CTAGE8;CTAGE9	cTAGE family member 9														133712						
A5D8V6	A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	521131	701385	172447	195976		278822	218806		543078					234393		429526	299073	224011		663615
A5PLL7	A5PLL7	PDES1_HUMAN	PEDS1	Plasmanylethanolamine desaturase 1														41115.5						
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	295517	230260	232883	274532	222649	201418	235288	260923	355229	320229	353151			402863			284147	294883	192282	429268
A6NCE7;Q9GZQ8;Q9H492	Q9GZQ8;Q9H492;A6NCE7	MLP3A_HUMAN;MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3A;MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	565471	636273	421263	359640	1.06883e+06	723732	507735	1.21664e+06	549779	671828		814626	627843	317213		716393	404813	446243	731312	677118
A6NDG6	A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase		462996	694798	862030		714501	634243	674238		527172	607403	534761	389970	965318					744363	
A6NDU8	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	504264	540644	405003	644783	396306	401586	315945	321309	440324	692451	470866	467568	275179	565619	337820	379953	524416	254360	355193	316212
A6NFX1	A6NFX1	MFS2B_HUMAN	MFSD2B	Sphingosine-1-phosphate transporter MFSD2B	918180	1.19072e+06	897767	855981	935181	1.04149e+06	747779	866516	777471	594180	863673	262301	805304	566327	773539	302992	663379	729963	522674	210920
A6NHL2	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	5.07818e+06	5.68663e+06	5.45371e+06	6.23697e+06	4.54887e+06	7.00095e+06	5.34305e+06	3.60381e+06	1.5256e+06	3.1591e+06	3.69087e+06		2.13763e+06	2.48912e+06	3.47322e+06	487592	2.39886e+06	4.67428e+06	3.17029e+06	
A6NI72;A8MVU1;P14598	P14598;A6NI72;A8MVU1	NCF1B_HUMAN;NCF1C_HUMAN;NCF1_HUMAN	NCF1;NCF1B;NCF1C	Putative neutrophil cytosol factor 1B	383265		791022	260430	589655	180289	393400	708175	873914	852642	439064					494160	1.42662e+06	835412	735075	956237
A6QL63	A6QL63	ABTB3_HUMAN	ABTB3	Ankyrin repeat and BTB/POZ domain-containing protein 3	1.34758e+06	1.62989e+06	901805	2.27345e+06	1.0935e+06	1.13868e+06	921074	1.14473e+06	849383	892686	804543	1.80125e+06	1.63321e+06			651628		788277	620426	437132
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8				101584										290529						
A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5;Q9NQA3	A8K0Z3;C4AMC7;Q6VEQ5;A8MWX3;Q9NQA3	WASH1_HUMAN;WASH2_HUMAN;WASH3_HUMAN;WASH4_HUMAN;WASH6_HUMAN	WASH2P;WASH3P;WASH4P;WASH6P;WASHC1	WASH complex subunit 1	155162			141757										685800						
A8MVS5	A8MVS5	HIDE1_HUMAN	HIDE1	Protein HIDE1	597330	413221	894990	501951	802205	319513	394567	1.04186e+06	865863	818853	304017	847311	499596		272614	680815	1.06688e+06	1.15164e+06	927295	1.23242e+06
A9UHW6	A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	182206	163813	181670	271598	132976	158928	141073	165237	157238	131655	179690	270749		112238	166260	171391	186796	126868	156862	138755
B0I1T2	B0I1T2;O94832	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	4.07086e+06	3.10681e+06	4.95132e+06	2.54743e+06	5.25572e+06	2.91565e+06	3.34489e+06	4.75979e+06	5.08397e+06	1.83697e+06	3.62426e+06	3.09002e+06	3.37446e+06	1.71419e+06	4.43227e+06	2.45991e+06	2.6437e+06	4.33406e+06	2.25627e+06	4.5722e+06
B2RUZ4	B2RUZ4	SMIM1_HUMAN	SMIM1	Small integral membrane protein 1	1.43146e+06	1.25928e+06	1.15044e+06	1.07999e+06	1.09035e+06	1.72509e+06	1.40493e+06	858748	965512	557999	1.2345e+06	811011	479571	2.2043e+06	1.33096e+06	397375	942152	2.0283e+06	892591	855917
B5ME19;Q99613	Q99613;B5ME19	EIF3C_HUMAN;EIFCL_HUMAN	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	847050	865998	763803	822552	1.27003e+06	574503	841917	956847	1.0081e+06	936508	1.09257e+06	1.11471e+06	965584	1.47539e+06	718353	995327	1.06359e+06	398960	861097	914417
B7ZAQ6;P0CG08	B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A												226335		286877						
B9A064	A0M8Q6;P0CG04;P0DOY2;P0DOY3;P0CF74;B9A064	IGLL5_HUMAN	IGLL5	Immunoglobulin lambda-like polypeptide 5	6.90278e+08	4.38774e+08	8.75523e+08	3.31016e+08	4.48752e+08	2.18781e+08	4.49747e+08	7.95922e+08	4.41298e+08	5.10829e+08	5.29016e+08	1.2629e+08	3.65855e+08	1.35814e+08	9.75342e+08	1.73353e+08	2.46483e+08	9.99723e+08	1.002e+09	7.34813e+08
B9EJG8	B9EJG8	T150C_HUMAN	TMEM150C	Transmembrane protein 150C	6.52499e+06	2.86287e+06	2.45068e+06	2.67816e+06	3.07491e+06	4.81218e+06	4.40962e+06	2.23386e+06	4.1197e+06	3.52848e+06	3.14603e+06	1.5695e+06	2.54828e+06	3.11868e+06	2.71312e+06	3.13515e+06	3.31823e+06	2.38234e+06	2.43609e+06	1.23673e+06
C9J7I0	C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1						81293.8		97937.2	112683		139560	308450		203777				127098		130836
E9PAV3;Q13765	Q13765;E9PAV3	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	596637	861213	593386	543994		468478	722990	646255	641013	574942	635739		622163	299537		543058	626636		605632	
H3BQW9	H3BQW9	F229A_HUMAN	FAM229A	Protein FAM229A	1.98705e+07	5.93564e+06	2.30981e+06		3.13383e+06	557760	1.82544e+06	1.40829e+06	1.72523e+06		1.02692e+06	3.66272e+06	1.70154e+06				1.82349e+06	2.57599e+06	648699	4.01257e+06
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	791061	455860	849836	324106	787524	315306		862067	680667	518985	501175	779314	2.11072e+06	958428			686730		544711	
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	3.19727e+06	2.19718e+07	1.97475e+06	968898	1.70144e+06	1.45212e+06	893241	2.78575e+06	2.03374e+06	2.35502e+06	1.31744e+06	177031		3.33537e+06		1.55737e+06	2.35154e+06	2.82575e+06	1.41065e+06	2.64554e+06
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	9.38898e+06	1.05234e+07	7.98688e+06	1.34638e+07	7.53738e+06	1.06176e+07	8.72748e+06	6.64099e+06	8.27281e+06	8.1147e+06	7.39618e+06	9.40422e+06	9.44373e+06	1.49068e+07	6.29529e+06	7.13448e+06	9.83812e+06	7.66485e+06	9.10227e+06	4.71623e+06
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	4.24609e+07	6.71327e+07	5.16669e+07	5.49773e+07	4.65492e+07	5.74382e+07	5.57295e+07	4.11678e+07	5.23029e+07	6.00851e+07	5.07786e+07	3.84382e+07	4.7204e+07	2.77521e+08	4.41761e+07	5.82033e+07	5.71751e+07	4.43434e+07	3.47763e+07	1.32476e+07
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	1.30391e+06	1.12145e+06	1.714e+06	1.64985e+06	1.24047e+06	1.73256e+06	1.08872e+06	1.30569e+06	1.14332e+06	1.03921e+06	1.09434e+06	1.6547e+06	717274	1.00934e+06	964639	1.11337e+06	1.1039e+06	1.49713e+06	1.35885e+06	1.5818e+06
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	4.95705e+06	5.0226e+06	4.24965e+06	5.5138e+06	6.05255e+06	5.72522e+06	4.66014e+06	6.983e+06	4.66932e+06	4.30805e+06	4.7042e+06	3.67135e+06	5.46394e+06	2.94222e+06	5.70561e+06	4.4844e+06	4.17449e+06	4.24065e+06	3.13801e+06	2.95445e+06
O00160	O00160	MYO1F_HUMAN	MYO1F	Unconventional myosin-If	820215	916593	1.08326e+06	540103	818455	511689	573869	1.52206e+06	1.31611e+06	905733	725941	666593	387849	397266	582452	765773	1.59634e+06	1.2749e+06	858078	964157
O00161	O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	1.35923e+07	1.33104e+07	1.37527e+07	2.03708e+07	1.71981e+07	1.47919e+07	1.32215e+07	2.00759e+07	1.41212e+07	1.2833e+07	1.46524e+07	1.65194e+07	1.40489e+07	2.56963e+07	1.04287e+07	1.73192e+07	1.30227e+07	1.45524e+07	1.39511e+07	1.00502e+07
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein		390626	537033	612793	531502	427402	515408	336394	406529	416194	658800	488304	316066	1.45242e+06	450207	512957	354453	667327	386251	
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	607045	678239	653407	936903	705146	665902	649537	622220	646758	693787	759210	1.1627e+06	698793	1.04465e+06	491062	689998	601763	467139	567146	564157
O00182	O00182	LEG9_HUMAN	LGALS9	Galectin-9	171874		176616	119769	513141	155691	216611	505897	363547		189264	118338		99581.3	90787.6		76896.2	252809	158064	443569
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	3.82929e+06	3.64396e+06	4.1244e+06	4.03365e+06	3.92766e+06	4.45316e+06	3.61444e+06	3.78103e+06	4.20537e+06	3.80547e+06	4.25592e+06	3.88445e+06	3.69261e+06	2.76933e+06	3.49784e+06	3.23797e+06	3.05811e+06	3.40155e+06	2.93912e+06	3.00338e+06
O00187	O00187	MASP2_HUMAN	MASP2	Mannan-binding lectin serine protease 2	5.25466e+07	2.19418e+07	1.29441e+07	5.50318e+06	1.18619e+07	2.91816e+06	7.93489e+06	8.04923e+06	1.29575e+07	6.17581e+06	8.67903e+06	8.42483e+06	1.25861e+07	1.42228e+07	7.84484e+06	2.65701e+06	9.52693e+06	9.66647e+06	5.49774e+06	9.97866e+06
O00194	O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	5.3734e+07	5.92169e+07	5.24316e+07	5.00349e+07	4.79418e+07	6.44371e+07	5.35505e+07	6.01719e+07	4.45448e+07	4.54095e+07	5.47563e+07	5.19608e+07	4.40459e+07	5.75688e+07	4.39824e+07	6.77344e+07	4.72571e+07	3.50992e+07	4.61004e+07	3.21377e+07
O00203	O00203;Q13367	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	2.04755e+06	1.87188e+06	1.6212e+06	1.62221e+06	1.76537e+06	1.55533e+06	1.61894e+06	1.64107e+06	2.06629e+06	1.77399e+06	1.95442e+06	1.65395e+06	1.67843e+06	4.44936e+06	910906	1.67634e+06	2.24621e+06	1.53536e+06	1.74132e+06	1.82664e+06
O00214	O00214	LEG8_HUMAN	LGALS8	Galectin-8	331484	213870	476250	329460	547763	365271	339536	441804	379729	352693	401626	537779	770642	566753	353165	440139	327281	406798	371855	272306
O00217	O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	736014	639308	738800	356052	467461	303747	373152	833442	541023	618781	541508	828634	364719	1.52415e+06	116011	801968	864509	240814	232928	626820
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	1.13805e+06	1.19149e+06	1.37666e+06	1.1025e+06	1.12316e+06	866622	987897	1.15675e+06	1.07781e+06	1.11442e+06	1.43488e+06	1.36773e+06	1.01651e+06	3.21252e+06	864800	1.19824e+06	1.37699e+06	796622	1.25369e+06	770137
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	1.28487e+06	1.10513e+06	1.28796e+06	1.10452e+06	1.17518e+06	873291	839816	1.1386e+06	1.10226e+06	903109	1.15795e+06	1.19964e+06	1.02794e+06	2.25216e+06	750176	1.08148e+06	1.5073e+06	627952	1.02448e+06	1.10597e+06
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	547252	621166	951454	852522	323024	997422	559345	497308	608090	614846	586678	528921	907516	1.00166e+06	383516	794106	786364	401481	583353	338750
O00241	O00241	SIRB1_HUMAN	SIRPB1	Signal-regulatory protein beta-1			153543														178448			662528
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	672026	938147	704630	780159		1.18799e+06	1.15949e+06	896601	1.00598e+06	1.04784e+06	975523	1.5466e+06	1.11336e+06	558838		1.31237e+06	995742	669013	824616	
O00258	O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1														438119						
O00264	O00264;O15173	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	4.1942e+06	3.65298e+06	4.06902e+06	2.76615e+06	3.79257e+06	3.06816e+06	4.16609e+06	3.62618e+06	2.80038e+06	3.2184e+06	3.42432e+06	2.40703e+06	2.10429e+06	1.11271e+07	2.20892e+06	2.76205e+06	5.08506e+06	1.3308e+06	4.84852e+06	2.27549e+06
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	7.06762e+07	9.7299e+07	9.02374e+07	8.39951e+07	8.49563e+07	1.02419e+08	9.28852e+07	7.81332e+07	8.72919e+07	7.43082e+07	8.60163e+07	7.92928e+07	7.45315e+07	4.4782e+07	7.329e+07	9.00324e+07	8.33589e+07	6.82718e+07	8.16961e+07	6.97665e+07
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	1.04068e+06	611959	638624	732338	747799	634069	600772	996779	850726	545822	978002	768682	486122	1.08625e+06		631539	932295	503331	726934	495424
O00308	O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	143918	196631	74384.5	125451	156288	110455			123240		111856		51671.1	137636		157367	125863	131475		83450
O00391	O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	3.40031e+07	2.95112e+07	2.71371e+07	2.81135e+07	6.70369e+07	1.76202e+07	4.87005e+07	4.31769e+07	3.89011e+07	4.0529e+07	4.31748e+07	3.29382e+07	3.98439e+07	1.49618e+07	6.84962e+07	3.60037e+07	3.3948e+07	4.54948e+07	9.29945e+07	5.58541e+07
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	555806	460822	606057	718640		454227		633387	742063		878282	894539	879612	1.2341e+06		990296	811599		919921	
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	355190	226125	326283	261553	243681	216341	117042	367319	215783	227129	146593	243579		673342		291788	244042		206599	171628
O00408	O00408	PDE2A_HUMAN	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase		176840	209718			301037				142580	223944			237014			174755			427527
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	2.20538e+06	1.65923e+06	1.76518e+06	1.81721e+06	1.54877e+06	1.3566e+06	1.25032e+06	1.56534e+06	1.61623e+06	1.45308e+06	1.7231e+06	1.80585e+06	1.37407e+06	3.82412e+06	1.07047e+06	1.61854e+06	2.41048e+06	850316	1.44775e+06	1.55298e+06
O00421	O00421	CCRL2_HUMAN	CCRL2	C-C chemokine receptor-like 2	1.67777e+06		2.38017e+06	2.21329e+06	1.97078e+06	1.73727e+06		2.82999e+06	2.22416e+06	2.01821e+06	1.93608e+06	1.17484e+06	1.88258e+06			1.14204e+06	894271			798194
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	5.05908e+06	4.43526e+06	3.56843e+06	3.93262e+06	4.16232e+06	3.68357e+06	3.45614e+06	3.23422e+06	2.94871e+06	4.18202e+06	3.70466e+06	4.80523e+06	3.63729e+06	8.77672e+06	2.39632e+06	4.60737e+06	6.04582e+06	1.85604e+06	3.64642e+06	2.60057e+06
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	624368	625534	764888	678634	594380	763385	749464	593489	514957	690708	737557	697870	763898	374236	802987	859141	746848	480968	528062	601398
O00443	O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	125275											224442		132710			135800			
O00453	O00453	LST1_HUMAN	LST1	Leukocyte-specific transcript 1 protein	2.75379e+06	1.6567e+06	3.08615e+06	2.85669e+06	3.11152e+06	1.68924e+06	2.433e+06	1.98261e+06	4.08074e+06	2.26843e+06	2.81321e+06	2.45548e+06	3.29389e+06	2.11004e+06	2.41217e+06	2.31369e+06	2.75081e+06	5.14406e+06	3.19867e+06	4.23102e+06
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4			44357.7		112373	38475					66255.6			216109						
O00469	O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2														186443					40079.4	
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	1.67614e+06	1.23078e+06	1.61292e+06	1.30371e+06	1.91747e+06	1.41878e+06	1.63325e+06	1.57058e+06	1.45015e+06	1.54285e+06	1.57392e+06	1.39178e+06	1.44386e+06	1.85844e+06	1.76945e+06	1.43877e+06	1.1972e+06	1.44742e+06	936951	1.48692e+06
O00478	O00478	BT3A3_HUMAN	BTN3A3	Butyrophilin subfamily 3 member A3				231971	459766	131273	70345.1	238413	244088		189987			132455				387384		
O00481	O00481	BT3A1_HUMAN	BTN3A1	Butyrophilin subfamily 3 member A1			917966		272978	623788	362159		670408	486915		469617		534868	280550	453170	753880			
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	2.63765e+06	2.61e+06	2.99112e+06	2.04995e+06	1.85472e+06	1.82001e+06	1.75626e+06	2.84888e+06	2.27681e+06	2.25509e+06	1.71161e+06	3.92592e+06	2.40227e+06	7.69621e+06		3.88842e+06	3.61031e+06	1.34405e+06	1.84652e+06	782198
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	1.00597e+06	795191	1.01605e+06	833975	803612	684809	963895	999349	783158	684863	920612	1.04728e+06	865359	1.86252e+06	461078	981765	1.00869e+06	551428	1.06281e+06	685674
O00501	O00501	CLD5_HUMAN	CLDN5	Claudin-5	1.92607e+07	1.02104e+07	1.25069e+07	1.45907e+07	2.03506e+07	1.06319e+07	1.59489e+07	1.26823e+07	1.89269e+07	8.76672e+06	1.39389e+07	1.44337e+07	2.67343e+07	1.05914e+07	1.16962e+07	1.25778e+07	1.00805e+07	1.09066e+07	7.28873e+06	3.56031e+06
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	704748	757535	864050	783849	677984	840255	683842	525990	762109	678536	761153	1.06033e+06	1.0076e+06	1.58706e+06	760551	908504	1.03175e+06	552051	673136	1.46395e+06
O00506	O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	192419	106878	215710	100257	319912	160238	161559		282267		166781				158030			236234		70250.1
O00507	O00507	USP9Y_HUMAN	USP9Y	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	253506	159800	206793	197010	128603	165168	164140	156555	145953	236083	190758	459451	172120	421908		215887	296754		91114.1	
O00522	O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1.424e+06	1.30964e+06	1.20678e+06	1.43134e+06	1.99243e+06	1.39992e+06	1.23261e+06	1.286e+06	1.47713e+06	1.05004e+06	1.21917e+06	814579	1.20664e+06	494674	1.04713e+06	805004	545744	1.27356e+06	811434	826557
O00533	O00533	NCHL1_HUMAN	CHL1	Neural cell adhesion molecule L1-like protein	710398	546897	293057	365525	904714	99204.1	697367	526994	589205	889606	807713	192742	436353	154175	902594	278227	148049	589875	1.12561e+06	778097
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	3.09166e+06	3.10481e+06	6.27133e+06	2.70445e+06	2.06621e+06	2.18964e+06	829366	2.9019e+06	2.16087e+06	2.70301e+06	2.79135e+06	2.65563e+06	2.44418e+06	2.54627e+06	1.57307e+06	1.84358e+06	2.69618e+06	2.14988e+06	2.73908e+06	1.99368e+06
O00560	O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2.44559e+06	2.49587e+06	1.46447e+06	891562	1.86295e+06	1.50146e+06	2.70139e+06	3.27069e+06	3.28933e+06	1.48969e+06	1.12052e+06	1.37577e+06	1.04639e+06	566180	1.38963e+06	1.03505e+06	1.34116e+06	2.35506e+06	3.10729e+06	4.02979e+06
O00571	O00571;O15523;Q9NQI0	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	1.93839e+06	1.99395e+06	1.38444e+06	2.1269e+06	1.56805e+06	1.76929e+06	1.61097e+06	1.68856e+06	1.87539e+06	1.66687e+06	1.81685e+06	2.17252e+06	2.22682e+06	1.89174e+06	1.38551e+06	2.01378e+06	1.87522e+06	1.25309e+06	1.7554e+06	1.09567e+06
O00584	O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	174906		213734			96830.6		417210	432604	140460				135364			114098	462631		167698
O00592	O00592	PODXL_HUMAN	PODXL	Podocalyxin	6.06348e+06	2.5795e+06	7.18867e+06	2.6484e+06	1.63216e+07	4.54771e+06	4.9195e+06	6.86151e+06	1.00813e+07	2.34931e+06	8.31715e+06	3.38439e+06	5.80897e+06	2.45593e+06	8.57818e+06	3.85537e+06	1.77258e+06	1.19342e+07	4.88564e+06	8.15234e+06
O00602	O00602	FCN1_HUMAN	FCN1	Ficolin-1	1.95131e+07	1.64646e+07	1.80412e+07	1.64381e+07	1.70024e+07	1.91674e+06	1.34324e+07	1.19831e+07	1.69784e+07	5.7337e+06	2.32266e+07	2.16507e+07	1.54332e+07	463642	1.206e+07	5.04395e+06	1.30694e+07	2.25597e+07	1.04185e+07	9.58819e+06
O00625	O00625	PIR_HUMAN	PIR	Pirin	182509		144132	183490	159877	96448	99464.3	198480	208951	193551	234899			88259	176729	178126				266039
O00629	O00505;O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	558679	454661	541540	525966	476228	541210	584465	495173	782582	642289	559323	906833	386512	1.2169e+06	388015	638076	943582	544254	479769	586864
O00743	O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	540604	557067	559167	607832	466586	546988	546164	472526	538277	443333	529100	571577	426624	1.33672e+06	323809	555107	731575	354346	571786	588022
O00754	O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase										13506.7				23549.5			22758.6			
O00764	O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	63745.7	48052	53573.5	101189		86205.4		112373	103394	67556.2	74504.1			48358.4			124409	28165	83054.8	80122.8
O14521	O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial														638271			293448			
O14523	O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L						61609.2								1.01855e+06			503116			
O14545	O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1						80753.2								246884						
O14548	O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	752091	1.38111e+06	514118	505339	688191	267534	507990	579553	780010	437562	472434	459594		478714		477999	470689	666032	569401	
O14561	O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial		194074		128519		133684	192102	381608		103408		198555		621623			217006			
O14579	O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	1.12132e+06	767238	1.24219e+06	1.09358e+06	945997	1.11706e+06	965815	1.26226e+06	1.20945e+06	1.01783e+06	1.14294e+06	1.34051e+06	1.24973e+06	3.24515e+06	490053	1.68974e+06	1.67664e+06	745407	968508	791518
O14602;P47813	P47813;O14602	IF1AX_HUMAN;IF1AY_HUMAN	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	286575	381989	218473	346643	380713	274265	278389	357593	310803	329363	376916	968948			267929	424981	246407	176225	285219	
O14617	O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	848679	464651	504747	660304	412671	483584	630288	408598	634080	591063	682738	479558	438817	1.53755e+06	282035	701933	672205	460464	494837	1.06717e+06
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5.046e+06	2.10763e+06	5.01878e+06	2.16928e+06		2.87127e+06	2.44917e+06	4.83962e+06	3.73361e+06	5.52063e+06	5.95594e+06	5.02913e+06	2.11602e+06	7.09997e+06	5.37618e+06	4.70671e+06	7.96216e+06	3.35372e+06	2.41662e+06	7.04239e+06
O14639	O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1		170596	279703			134531		143540		102870				575581		404003			291680	
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	724957	537636	1.40207e+06	286996	586624	528941	743219	1.05574e+06	732389	885261	712094	508337	966059	905210	518875	770494	757151	801074	2.06889e+06	780524
O14662	O14662	STX16_HUMAN	STX16	Syntaxin-16			276480			247898	230237	429201					338076						278861	
